label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,1.8991288036658351,0.0,43.80040436614305,1.0712508603424769,0.065,0.0
T1_2,1.432,1.3789789502700562,0.0,37.88313735349897,3.7025872716441137,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.956542276970287,0.005498206317132104,40.62049271075339,6.86053778283475,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.694556189363927,0.0,40.47478874540211,7.552749984836008,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.4763100528444664,0.0,37.31257199639034,9.618585798013966,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.40587411603250634,0.009279436153919574,41.107909157776284,5.6688664494939704,-0.065,7.960204194457795e-18
T1_7,0.2723,0.24266305870620616,0.0013789748943873054,36.865560607292984,10.88392996466905,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.16832561125458187,0.0019240753074262346,38.94553015800236,13.457269277849942,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.11810299302121237,0.0013499968953717897,37.6814031139483,14.293909273430797,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.080071708445865,0.0013808170039438725,32.76653818222176,15.446981577756075,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.0555425260862097,0.001269860048437075,31.528638282896345,17.10070733401538,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.039871692657429056,0.0009115802455697472,28.060602829375824,17.175544957563243,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.027343054928429245,0.0009378120506134124,23.59165200580897,20.39867560864848,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.018327408295410613,0.0011595628109757686,18.362661810705692,24.141521956081906,0.019798989873223326,-0.019798989873223333
